RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA511821,,11/14/2017 8:30,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 17:30,UNABLE TO DETERMINE,NOT APPLICABLE,6600,N,NORTHWEST HWY,1612,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,3,11,42.000622,-87.81297965,POINT (-87.812979654081 42.000621998088),1
JA511192,,11/14/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 9:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2500,N,SACRAMENTO AVE,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,11,41.92660878,-87.70251261,POINT (-87.702512607392 41.926608775514),1
JA511190,,11/14/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/14/2017 9:46,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7300,N,SHERIDAN RD,2423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,3,11,42.01395778,-87.66424324,POINT (-87.664243236398 42.013957776681),1
JA512641,,11/14/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/15/2017 11:55,UNABLE TO DETERMINE,NOT APPLICABLE,3242,W,EVERGREEN AVE,1422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,3,11,41.90566065,-87.70859517,POINT (-87.708595171324 41.905660649055),1
JA511285,,11/14/2017 8:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 9:59,UNABLE TO DETERMINE,UNABLE TO DETERMINE,824,N,MICHIGAN AVE,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,11,41.89754673,-87.62428019,POINT (-87.624280186844 41.897546725131),1
JA511166,,11/14/2017 8:43,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 9:20,NOT APPLICABLE,NOT APPLICABLE,2400,W,FOSTER AVE,2011,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,3,11,41.97600019,-87.68927508,POINT (-87.689275083854 41.976000189766),1
JA511167,,11/14/2017 8:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 9:30,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1313,N,CLAREMONT AVE,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,3,11,41.90531549,-87.68572006,POINT (-87.685720054939 41.90531548866),1
JA511160,,11/14/2017 9:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 9:16,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1250,N,LARRABEE ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.90503992,-87.6434059,POINT (-87.643405897474 41.905039920926),1
JA223344,,11/14/2017 9:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 9:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4200,S,DR MARTIN LUTHER KING JR DR,213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.81838652,-87.61698991,POINT (-87.61698990732 41.818386516405),1
JA511272,,11/14/2017 9:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/14/2017 10:00,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3051,N,CENTRAL AVE,2514,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,3,11,41.93634639,-87.76627386,POINT (-87.766273860815 41.936346391712),1
JA511173,,11/14/2017 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",11/14/2017 9:50,UNABLE TO DETERMINE,NOT APPLICABLE,1395,E,47TH ST,222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.80957558,-87.59256462,POINT (-87.592564621144 41.809575580294),1
JA511233,,11/14/2017 9:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 10:09,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3800,W,HARRISON ST,1133,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.87362412,-87.72040656,POINT (-87.720406557306 41.873624118782),1
JA511219,,11/14/2017 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 10:16,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,500,W,WASHINGTON BLVD,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.88329092,-87.63978476,POINT (-87.639784758898 41.883290920413),1
JA511213,,11/14/2017 9:33,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/14/2017 9:35,IMPROPER BACKING,NOT APPLICABLE,11325,S,HALSTED ST,2233,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,3,11,41.68795508,-87.6420955,POINT (-87.642095501427 41.687955074855),1
JA515182,,11/14/2017 9:45,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/17/2017 11:15,EXCEEDING SAFE SPEED FOR CONDITIONS,FAILING TO REDUCE SPEED TO AVOID CRASH,404,N,MAY ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.88911884,-87.65588738,POINT (-87.655887382694 41.889118842264),1
JA511202,,11/14/2017 9:46,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 9:46,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,4201,S,CICERO AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.816738,-87.74324347,POINT (-87.743243467558 41.816738002601),1
JA511259,,11/14/2017 9:50,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/14/2017 10:20,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,900,N,STATE ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.89917723,-87.62841359,POINT (-87.628413585791 41.899177226127),1
JA511235,,11/14/2017 9:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 10:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5715,N,LINCOLN AVE,2011,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,3,11,41.98538951,-87.69873407,POINT (-87.698734071499 41.985389505268),1
JA511239,,11/14/2017 9:54,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/14/2017 10:00,FAILING TO YIELD RIGHT-OF-WAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2731,W,IRVING PARK RD,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.95386922,-87.69730977,POINT (-87.697309764565 41.953869219348),1
JA511225,,11/14/2017 9:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 10:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3200,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,11,41.939503,-87.68831343,POINT (-87.688313428863 41.939502996037),1
JA511335,,11/14/2017 10:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 11:45,UNABLE TO DETERMINE,NOT APPLICABLE,3351,N,MONTICELLO AVE,1732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,11,41.94253097,-87.7185767,POINT (-87.718576703449 41.942530967334),1
JA511302,,11/14/2017 10:01,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 10:04,IMPROPER TURNING/NO SIGNAL,FOLLOWING TOO CLOSELY,100,W,WASHINGTON ST,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,11,41.88332051,-87.63098191,POINT (-87.630981905164 41.88332051362),1
JA512854,,11/14/2017 10:07,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/15/2017 14:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4758,S,EVANS AVE,223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,11,41.80778425,-87.60790055,POINT (-87.607900553312 41.807784253266),1
JA511281,,11/14/2017 10:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,,"OVER $1,500",11/14/2017 10:19,UNABLE TO DETERMINE,NOT APPLICABLE,3103,W,LAKE ST,1222,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,11,41.88411118,-87.70396342,POINT (-87.703963421437 41.884111184102),1
JA511347,,11/14/2017 10:10,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 11:47,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",IMPROPER TURNING/NO SIGNAL,4911,W,BELMONT AVE,2521,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,11,41.93867797,-87.74990095,POINT (-87.749900945847 41.938677966167),1
JA511269,,11/14/2017 10:15,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 10:45,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5998,W,BRYN MAWR AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,11,41.98301334,-87.77797382,POINT (-87.777973822222 41.983013335141),1
JA511282,,11/14/2017 10:25,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/14/2017 10:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5410,N,LUDLAM AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,11,41.97943372,-87.76190476,POINT (-87.76190476254 41.979433723026),1
JA511337,,11/14/2017 10:30,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 11:45,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,700,N,CLARK ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,11,41.89487136,-87.63135063,POINT (-87.631350626978 41.894871360316),1
JA511373,,11/14/2017 10:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,11/14/2017 10:50,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,7511,S,SOUTH SHORE DR,421,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,3,11,41.76032435,-87.55673627,POINT (-87.556736273536 41.760324347394),1
JA511290,,11/14/2017 10:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 11:20,IMPROPER LANE USAGE,NOT APPLICABLE,150,N,MICHIGAN AVE,111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,11,41.88453096,-87.62460205,POINT (-87.624602044601 41.884530963783),1
JA511339,,11/14/2017 11:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6410,N,MILWAUKEE AVE,1611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.9975589,-87.7882422,POINT (-87.788242204054 41.997558899352),1
JA511389,,11/14/2017 11:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2540,N,ASHLAND AVE,1931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.92817666,-87.66839737,POINT (-87.668397367911 41.928176662584),1
JA511333,,11/14/2017 11:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 11:40,IMPROPER LANE USAGE,IMPROPER LANE USAGE,118,S,DESPLAINES ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.87992411,-87.64421161,POINT (-87.644211609271 41.879924106283),1
JA511315,,11/14/2017 11:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 11:19,EQUIPMENT - VEHICLE CONDITION,EQUIPMENT - VEHICLE CONDITION,401,N,CENTRAL AVE,1523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.88780928,-87.76497477,POINT (-87.764974767513 41.887809277747),1
JA511328,,11/14/2017 11:20,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 11:30,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,4059,S,PULASKI RD,821,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.81883655,-87.72381945,POINT (-87.723819454018 41.818836551383),1
JA511332,,11/14/2017 11:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 11:40,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1500,S,ASHLAND AVE,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,3,11,41.86141786,-87.66638826,POINT (-87.666388256198 41.861417857387),1
JA511324,,11/14/2017 11:24,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 11:34,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7300,S,RACINE AVE,734,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,11,3,11,41.76136917,-87.65416583,POINT (-87.6541658301 41.761369171548),1
JA511357,,11/14/2017 11:30,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3448,E,118TH ST,433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.68105956,-87.53936754,POINT (-87.539367541376 41.681059555502),1
JA511360,,11/14/2017 11:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/14/2017 11:46,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1400,S,MICHIGAN AVE,131,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,3,11,41.86400154,-87.62422573,POINT (-87.62422572914 41.86400154355),1
JA511369,,11/14/2017 11:45,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/14/2017 12:20,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,500,W,ROOSEVELT RD,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.86736269,-87.6392932,POINT (-87.639293194642 41.867362692617),1
JA511350,,11/14/2017 11:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 12:00,IMPROPER BACKING,FOLLOWING TOO CLOSELY,1048,W,BARRY AVE,1933,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.93816976,-87.65599622,POINT (-87.655996218205 41.938169754789),1
JA511374,,11/14/2017 11:48,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 12:28,FOLLOWING TOO CLOSELY,PHYSICAL CONDITION OF DRIVER,3241,W,PETERSON AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.99025485,-87.71076324,POINT (-87.710763243534 41.990254848132),1
JA511409,,11/14/2017 11:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 12:30,DISTRACTION - FROM INSIDE VEHICLE,FOLLOWING TOO CLOSELY,548,E,83RD ST,631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,11,41.74399372,-87.61036068,POINT (-87.610360684289 41.743993720445),1
JA511417,N,11/14/2017 11:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 13:00,DISREGARDING STOP SIGN,NOT APPLICABLE,732,E,75TH ST,323,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,3,11,41.75867031,-87.60657076,POINT (-87.606570759198 41.758670309103),1
JA511349,,11/14/2017 11:51,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 11:56,IMPROPER BACKING,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",6229,N,NORTHWEST HWY,1611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,3,11,41.99493383,-87.80313412,POINT (-87.803134122616 41.994933826605),1
