RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JA508278,,11/11/2017 07:35:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2017 08:04:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7800,S,DAMEN AVE,611,N,Y,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,19,7,11,41.751962093,-87.673327992,POINT (-87.673327991846 41.751962093076)
JA508269,,11/11/2017 07:35:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 07:45:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1458,N,MILWAUKEE AVE,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,7,11,41.908306145,-87.674455522,POINT (-87.674455522355 41.908306144766)
JA508767,,11/11/2017 07:40:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/12/2017 09:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4925,N,BROADWAY,2033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,11,41.972213557,-87.6596091,POINT (-87.659609100107 41.972213556991)
JA508394,,11/11/2017 07:40:00 PM,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/11/2017 07:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7458,N,WOLCOTT AVE,2424,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,11,42.01784258,-87.677793088,POINT (-87.677793087831 42.017842580265)
JA508338,,11/11/2017 07:40:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,PARKING LOT,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",11/11/2017 09:01:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6221,S,ARCHER AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,11,41.793614506,-87.77530251,POINT (-87.775302509915 41.793614506242)
JA508306,,11/11/2017 07:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2017 08:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,212,W,CERMAK RD,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,11,41.8529533,-87.632611642,POINT (-87.632611642206 41.852953299717)
JA508736,Y,11/11/2017 08:00:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 08:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,6533,W,BARRY AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,11,41.936325397,-87.789660123,POINT (-87.789660122619 41.93632539706)
JA508313,,11/11/2017 08:03:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/11/2017 08:07:00 PM,IMPROPER OVERTAKING/PASSING,DISREGARDING ROAD MARKINGS,6647,S,HALSTED ST,723,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,7,11,41.77290241,-87.644461327,POINT (-87.644461327278 41.772902409859)
JA508303,,11/11/2017 08:05:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/11/2017 08:19:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,9203,S,WESTERN AVE,2221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.726227606,-87.682083433,POINT (-87.682083432684 41.726227606435)
JA508272,,11/11/2017 08:15:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/11/2017 08:15:00 PM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,3533,N,LARAMIE AVE,1634,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.94522484,-87.756745156,POINT (-87.756745155855 41.94522483974)
JA508393,,11/11/2017 08:20:00 PM,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2017 08:20:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,550,W,VAN BUREN ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.87685514,-87.641544074,POINT (-87.641544074082 41.876855139604)
JA508348,,11/11/2017 08:25:00 PM,35,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 09:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,435,N,MICHIGAN AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.89042416,-87.623965478,POINT (-87.623965477756 41.890424159772)
JA508284,,11/11/2017 08:25:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 08:28:00 PM,DISREGARDING OTHER TRAFFIC SIGNS,UNABLE TO DETERMINE,700,E,103RD ST,511,,,,,,,2,NONINCAPACITATING INJURY,3,0,0,1,2,1,0,20,7,11,41.707546266,-87.606397254,POINT (-87.606397254007 41.707546265661)
JA508349,,11/11/2017 08:45:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/11/2017 08:59:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,IMPROPER OVERTAKING/PASSING,2058,E,75TH ST,333,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,11,41.759014871,-87.573737022,POINT (-87.573737021568 41.759014871395)
JA508389,,11/11/2017 08:45:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2017 09:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1231,S,WESTERN AVE,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,20,7,11,41.86565709,-87.68586888,POINT (-87.685868880014 41.86565708984)
JA526311,,11/11/2017 08:50:00 PM,30,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/26/2017 09:19:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,6401,N,CAMPBELL AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,11,41.997782218,-87.692179207,POINT (-87.692179207424 41.997782217634)
JA508351,,11/11/2017 09:05:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 09:39:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5501,S,PULASKI RD,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,11,41.793161486,-87.723010527,POINT (-87.723010527492 41.793161486356)
JA508350,,11/11/2017 09:06:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 09:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5157,N,ELSTON AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.974939799,-87.751014129,POINT (-87.751014129002 41.974939798556)
JA508370,,11/11/2017 09:10:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 09:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1014,W,ROSCOE ST,1924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.943670327,-87.654828605,POINT (-87.654828604922 41.943670327156)
JA508365,,11/11/2017 09:10:00 PM,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/11/2017 10:00:00 PM,UNABLE TO DETERMINE,PHYSICAL CONDITION OF DRIVER,6015,N,LINCOLN AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.990743984,-87.707735667,POINT (-87.707735666927 41.990743983975)
JA508344,,11/11/2017 09:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/11/2017 09:22:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6820,S,KOMENSKY AVE,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,11,41.768880161,-87.723878294,POINT (-87.723878294199 41.768880160609)
JA508379,,11/11/2017 09:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2017 09:50:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,98,S,MICHIGAN AVE,112,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,8,0,21,7,11,41.880890119,-87.624483266,POINT (-87.624483266019 41.88089011864)
JA508364,,11/11/2017 09:30:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/11/2017 09:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,21,E,HUBBARD ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,11,41.889971085,-87.627074774,POINT (-87.627074774483 41.889971085414)
JA508372,,11/11/2017 09:44:00 PM,30,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,1,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",11/11/2017 09:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6240,S,ARTESIAN AVE,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.779840307,-87.68502554,POINT (-87.685025539537 41.779840306967)
JA508367,,11/11/2017 09:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/11/2017 10:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1131,S,MICHIGAN AVE,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.868309142,-87.623959399,POINT (-87.623959399091 41.86830914197)
JA508395,,11/11/2017 09:46:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/11/2017 10:08:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,8017,S,COTTAGE GROVE AVE,631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.748913424,-87.605026566,POINT (-87.605026565562 41.748913423601)
JA508383,,11/11/2017 09:46:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 10:14:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1129,E,62ND ST,314,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.782210202,-87.598206074,POINT (-87.598206073871 41.782210202132)
JA508385,,11/11/2017 09:51:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ALLEY,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,N,,"OVER $1,500",11/11/2017 09:52:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,931,N,PARKSIDE AVE,1511,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,11,41.897600039,-87.766559689,POINT (-87.766559688854 41.897600038895)
JA508408,,11/11/2017 10:00:00 PM,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/11/2017 10:50:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,5500,S,WENTWORTH AVE,225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,,,
JA508386,Y,11/11/2017 10:06:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 10:09:00 PM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO REDUCE SPEED TO AVOID CRASH,833,W,95TH ST,2223,,,,,,,3,INCAPACITATING INJURY,3,0,3,0,0,2,0,22,7,11,41.721333978,-87.64448515,POINT (-87.644485150242 41.721333978467)
JA508380,,11/11/2017 10:09:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 10:15:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1900,S,ASHLAND AVE,1234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,22,7,11,41.855924843,-87.66623983,POINT (-87.666239830496 41.855924842836)
JA508412,,11/11/2017 10:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",11/11/2017 10:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2501,S,HALSTED ST,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,22,7,11,41.847147508,-87.646339382,POINT (-87.646339381523 41.847147508158)
JA508873,,11/11/2017 10:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,Y,"OVER $1,500",11/12/2017 11:45:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2701,S,ASHLAND AVE,913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,11,41.84307483,-87.665696488,POINT (-87.665696487739 41.843074830074)
JA508451,N,11/11/2017 10:20:00 PM,30,NO CONTROLS,UNKNOWN,RAIN,DARKNESS,OVERTURNED,NOT DIVIDED,2,"CURVE, LEVEL",WET,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2017 10:56:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO REDUCE SPEED TO AVOID CRASH,11101,S,DOTY AVE E,434,,,,,,,1,"REPORTED, NOT EVIDENT",1,0,0,0,1,0,0,22,7,11,41.692670535,-87.596717145,POINT (-87.596717145134 41.692670535108)
JA508417,,11/11/2017 10:26:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2017 10:26:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6440,S,ST LOUIS AVE,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,11,41.775815046,-87.710484833,POINT (-87.710484833187 41.775815046086)
JA508414,,11/11/2017 10:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,N,,,"$501 - $1,500",11/11/2017 10:35:00 PM,IMPROPER BACKING,NOT APPLICABLE,3359,W,ARMITAGE AVE,1422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.917233542,-87.711821158,POINT (-87.71182115849 41.917233542343)
JA508445,,11/11/2017 10:55:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2017 11:50:00 PM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2958,N,MILWAUKEE AVE,2523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.935039454,-87.71742528,POINT (-87.717425279568 41.935039454421)
JA551357,,11/11/2017 11:00:00 PM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/16/2017 11:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1600,E,MIDWAY PLAISANCE N,331,,,,Y,UNKNOWN,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,11,41.787767464,-87.586552842,POINT (-87.586552842267 41.787767463922)
JA508691,,11/11/2017 11:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 07:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,201,E,GARFIELD BLVD,231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.794287364,-87.620761634,POINT (-87.620761633713 41.794287363516)
JA508502,,11/11/2017 11:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 01:15:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1632,N,MELVINA AVE,2513,N,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.910191998,-87.780288392,POINT (-87.780288391786 41.910191998148)
JA509178,Y,11/11/2017 11:00:00 PM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 04:49:00 PM,NOT APPLICABLE,NOT APPLICABLE,371,E,60TH ST,311,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,11,41.785582255,-87.616181394,POINT (-87.616181393559 41.785582254907)
JA508434,,11/11/2017 11:01:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 11:06:00 PM,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,300,S,MICHIGAN AVE,113,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,23,7,11,41.878217345,-87.62445584,POINT (-87.624455840297 41.878217345311)
JA508437,,11/11/2017 11:10:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,CENTER TURN LANE,2,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2017 11:15:00 PM,IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,9452,S,JEFFERY AVE,413,,Y,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,23,7,11,41.722679491,-87.57550673,POINT (-87.575506730342 41.722679491464)
